lead_id,company_name,business_type,category_bucket,niche,city,state,zip,phone,address,website,source_url,source_lines,business_verified,claim_status,accepts_requests,last_verified,tags,verification_notes,outreach_fit,notes
VV-0235,"BBSI/Barrett Business Services, Inc.",Business Services / HR / payroll / business services,Business Services,HR / payroll / business services,Scottsdale,AZ,85250,(480) 839-4400,"8840 E Chaparral Road, Suite 105, Scottsdale, AZ 85250",bbsi.com,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L303-L308,false,unclaimed,true,2026-05-19,HR / payroll / business services|Business Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L303-L308.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0236,Bob Allen-Aflac,Finance & Insurance / Insurance agent,Finance & Insurance,Insurance agent,Glendale,AZ,85383,(219) 776-5449,"18001 N. 79th Ave., Glendale, AZ 85383",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L310-L315,false,unclaimed,true,2026-05-19,Insurance agent|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L310-L315.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0237,Brad Siok-State Farm Agent,Finance & Insurance / Insurance agent,Finance & Insurance,Insurance agent,Peoria,AZ,85382,(623) 566-6405,"8506 W. Deer Valley Rd. Ste 100, Peoria, AZ 85382",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L338-L350,false,unclaimed,true,2026-05-19,Insurance agent|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L338-L350.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0238,"Brown & Brown Insurance of Arizona, Inc.",Finance & Insurance / Insurance brokerage,Finance & Insurance,Insurance brokerage,Phoenix,AZ,85004,(602) 277-6672,"2800 N. Central Ave., Ste. 1100, Phoenix, AZ 85004",bbphoenix.com,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L352-L358,false,unclaimed,true,2026-05-19,Insurance brokerage|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L352-L358.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0239,"CASCO Financial Group, Inc.",Finance & Insurance / Financial services,Finance & Insurance,Financial services,Phoenix,AZ,85085,(602) 995-1484,"2525 W. Carefree Hwy., Ste. 112, Phoenix, AZ 85085",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L366-L371,false,unclaimed,true,2026-05-19,Financial services|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L366-L371.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0240,Command Credit Corp,Finance & Insurance / Credit data / risk management,Finance & Insurance,Credit data / risk management,Scottsdale,AZ,85254,(800) 676-9705,"15169 N. Scottsdale Rd Suite 205, Scottsdale, AZ 85254",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L561-L568,false,unclaimed,true,2026-05-19,Credit data / risk management|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L561-L568.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0241,Copper State Credit Union,Finance & Insurance / Credit union,Finance & Insurance,Credit union,Phoenix,AZ,85015,(602) 491-0891,"1640 W. Thomas Rd., Phoenix, AZ 85015",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L570-L574,false,unclaimed,true,2026-05-19,Credit union|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L570-L574.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0242,CopperPoint Mutual Insurance Co.,Finance & Insurance / Insurance carrier,Finance & Insurance,Insurance carrier,Phoenix,AZ,85012,(602) 631-2212,"3030 N. 3rd St., Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L576-L581,false,unclaimed,true,2026-05-19,Insurance carrier|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L576-L581.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0243,CrossCountry Mortgage- The Araiza Team,Finance & Insurance / Mortgage team,Finance & Insurance,Mortgage team,Scottsdale,AZ,85260,(602) 334-7871,"15551 N. Greenway Hayden Loop #205 D, Scottsdale, AZ 85260",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L583-L588,false,unclaimed,true,2026-05-19,Mortgage team|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L583-L588.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0244,Employee Benefits International,Finance & Insurance / Employee benefits / outsourced HR,Finance & Insurance,Employee benefits / outsourced HR,Phoenix,AZ,85020,(602) 800-5070,"8828 N. Central Ave. Suite 100, Phoenix, AZ 85020",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L607-L615,false,unclaimed,true,2026-05-19,Employee benefits / outsourced HR|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L607-L615.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0245,Anago Cleaning Systems of Phoenix,Business & Professional Services / Commercial cleaning / janitorial,Business & Professional Services,Commercial cleaning / janitorial,Phoenix,AZ,85040,(602) 926-7991,"4620 E Elwood Street Suite 14, Phoenix, AZ 85040",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L273-L281,false,unclaimed,true,2026-05-19,Commercial cleaning / janitorial|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L273-L281.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0246,AP Professionals of Arizona,Business & Professional Services / Technology staffing / recruiting,Business & Professional Services,Technology staffing / recruiting,Scottsdale,AZ,85251,(480) 947-1441,"4110 N. Scottsdale Rd. Ste. 370, Scottsdale, AZ 85251",approus.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L282-L291,false,unclaimed,true,2026-05-19,Technology staffing / recruiting|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L282-L291.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0247,Arizona Chamber of Commerce & Industry,Business & Professional Services / Business association,Business & Professional Services,Business association,Phoenix,AZ,85014,(602) 248-9172,"1221 E Osborn Rd., Ste. 100, Phoenix, AZ 85014",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L299-L304,false,unclaimed,true,2026-05-19,Business association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L299-L304.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0248,Arizona Hispanic Chamber of Commerce,Business & Professional Services / Business association,Business & Professional Services,Business association,Phoenix,AZ,85014,(602) 279-1800,"1020 E. Missouri Ave, Phoenix, AZ 85014",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L312-L317,false,unclaimed,true,2026-05-19,Business association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L312-L317.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0249,"Arizona Lobbying, LLC",Business & Professional Services / Lobbying / public affairs,Business & Professional Services,Lobbying / public affairs,Phoenix,AZ,85003,(602) 252-5222,"318 W. Roosevelt St., Phoenix, AZ 85003-1325",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L319-L323,false,unclaimed,true,2026-05-19,Lobbying / public affairs|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L319-L323.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0250,Arizona Municipal Water Users Association,Business & Professional Services / Water policy / association,Business & Professional Services,Water policy / association,Phoenix,AZ,85012,(602) 248-8482,"3003 N. Central Ave., Ste. 1550, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L325-L330,false,unclaimed,true,2026-05-19,Water policy / association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L325-L330.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0251,Arizona Private School Association,Business & Professional Services / Education association,Business & Professional Services,Education association,Scottsdale,AZ,85260,(602) 254-5199,"9375 E Shea Blvd Suite 100, Scottsdale, AZ 85260",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L332-L336,false,unclaimed,true,2026-05-19,Education association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L332-L336.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0252,Arizona Self-Insurers Association,Business & Professional Services / Insurance / employer association,Business & Professional Services,Insurance / employer association,Scottsdale,AZ,85251,(480) 706-5762,"7375 E. 6th Ave., Ste. 9, Scottsdale, AZ 85251",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L338-L343,false,unclaimed,true,2026-05-19,Insurance / employer association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L338-L343.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0253,Arizona Small Business Association,Business & Professional Services / Small business association,Business & Professional Services,Small business association,Phoenix,AZ,85028,(602) 306-4000,"11811 N. Tatum Blvd., Ste. P195, Phoenix, AZ 85028",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L345-L349,false,unclaimed,true,2026-05-19,Small business association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L345-L349.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
